N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,토론실
1,삼성전자,"83,000","1,000",+1.22%,100,"4,954,920","5,969,783",55.06,"27,784,056",22.67,8.69,
2,SK하이닉스,"125,000","2,500",+2.04%,"5,000","910,003","728,002",49.94,"5,604,756",31.71,4.25,
3,LG화학,"950,000","33,000",+3.60%,"5,000","670,627","70,592",43.07,"397,684",88.76,1.84,
4,삼성전자우,"73,300",200,+0.27%,100,"603,176","822,887",79.47,"4,490,145",20.02,N/A,
5,NAVER,"348,000","5,000",+1.46%,100,"571,637","164,263",57.08,"984,863",69.28,10.56,
6,삼성바이오로직스,"813,000","20,000",+2.52%,"2,500","537,921","66,165",10.49,"137,759",151.37,4.77,
7,삼성SDI,"745,000","11,000",+1.50%,"5,000","512,296","68,765",44.10,"435,137",254.18,2.94,
8,현대차,"238,500","9,500",+4.15%,"5,000","509,599","213,668",30.99,"1,785,427",56.99,4.32,
9,셀트리온,"371,000","47,000",+14.51%,"1,000","500,842","134,998",20.85,"5,971,066",100.27,11.19,
10,카카오,"441,500",500,+0.11%,500,"390,996","88,561",33.76,"905,986",-490.01,-5.81,
11,기아차,"90,000","7,500",+9.09%,"5,000","364,827","405,363",35.10,"7,898,021",41.82,6.50,
12,현대모비스,"335,500","18,000",+5.67%,"5,000","318,908","95,055",41.03,"662,311",20.46,7.28,
13,SK이노베이션,"316,000","36,000",+12.86%,"5,000","292,191","92,466",23.36,"3,308,739",-12.02,-0.20,
14,LG전자,"158,000","5,000",+3.27%,"5,000","258,564","163,648",33.40,"3,595,604",34.32,0.22,
15,LG생활건강,"1,564,000","7,000",+0.45%,"5,000","244,269","15,618",45.84,"38,611",35.04,20.32,
16,삼성물산,"130,500",500,+0.38%,100,"243,888","186,887",14.83,"986,028",21.86,4.77,
17,SK,"329,000","18,000",+5.79%,200,"231,485","70,360",21.57,"581,239","1,388.19",4.31,
18,POSCO,"253,000","7,500",+3.05%,"5,000","220,583","87,187",50.92,"385,826",23.17,4.18,
19,엔씨소프트,"953,000",0,0.00%,500,"209,222","21,954",49.88,"82,627",37.29,14.72,
20,SK텔레콤,"245,500","1,500",+0.61%,500,"198,231","80,746",35.06,"364,752",18.08,3.92,
21,LG,"103,000","3,900",+3.94%,"5,000","177,734","172,557",34.76,"487,713",14.56,5.87,
22,KB금융,"42,100","1,800",+4.47%,"5,000","175,055","415,808",66.31,"1,992,832",5.14,8.92,
23,신한지주,"31,450",800,+2.61%,"5,000","162,471","516,600",58.33,"2,049,541",4.51,9.09,
24,삼성전기,"206,000","2,000",+0.98%,"5,000","153,869","74,694",35.44,"651,018",42.20,10.18,
25,삼성에스디에스,"194,000","1,500",-0.77%,500,"150,113","77,378",11.66,"328,559",28.64,11.76,
26,한국전력,"22,850",0,0.00%,"5,000","146,689","641,964",17.06,"4,281,091",158.68,-3.42,
27,삼성생명,"71,000",400,+0.57%,500,"142,000","200,000",12.37,"603,518",14.26,3.26,
28,아모레퍼시픽,"223,000",0,0.00%,500,"130,362","58,458",32.94,"242,253",358.52,5.36,
29,넷마블,"139,500","8,000",+6.08%,100,"119,800","85,878",23.65,"1,046,754",56.50,3.54,
30,SK바이오팜,"149,000","4,000",+2.76%,500,"116,687","78,313",4.80,"317,898",-135.45,-313.66,
31,KT&G,"80,100",100,-0.12%,"5,000","109,971","137,292",40.49,"628,168",11.17,12.39,
32,하나금융지주,"35,150","2,500",+7.66%,"5,000","105,535","300,242",66.90,"2,947,570",4.30,8.77,
33,한온시스템,"17,600",900,+5.39%,100,"93,949","533,800",19.99,"1,344,078",66.92,14.98,
34,롯데케미칼,"265,000","4,000",+1.53%,"5,000","90,830","34,275",26.18,"248,119",78.33,5.51,
35,한화솔루션,"51,500","1,700",+3.41%,"5,000","82,330","159,864",18.89,"1,943,686",-94.50,-4.02,
36,포스코케미칼,"134,500",0,0.00%,500,"82,029","60,988",7.42,"558,779",302.25,11.57,
37,고려아연,"433,500","27,500",+6.77%,"5,000","81,801","18,870",22.88,"180,583",14.60,9.76,
38,LG디스플레이,"22,750","1,000",+4.60%,"5,000","81,403","357,816",23.96,"4,845,224",-3.31,-22.35,
39,삼성화재,"170,500","2,500",+1.49%,500,"80,774","47,375",44.48,"166,126",12.47,4.85,
40,S-Oil,"69,200","1,000",+1.47%,"2,500","77,907","112,583",75.96,"396,139",-9.28,1.01,
41,빅히트,"217,500","13,000",+6.36%,500,"77,482","35,624",8.74,"603,265",N/A,56.47,
42,금호석유,"244,500","3,000",-1.21%,"5,000","74,494","30,468",28.90,"887,018",20.92,11.84,
43,현대글로비스,"198,500","8,500",+4.47%,500,"74,438","37,500",35.24,"436,842",11.16,11.25,
44,한국조선해양,"99,900","5,900",+6.28%,"5,000","70,702","70,773",16.47,"448,792",330.79,1.40,
45,CJ제일제당,"434,000","8,000",+1.88%,"5,000","65,335","15,054",24.76,"71,326",9.01,3.16,
46,우리금융지주,"8,990",190,+2.16%,"5,000","64,932","722,268",25.03,"1,680,831",4.82,N/A,
47,미래에셋대우,"9,830",330,+3.47%,"5,000","63,435","645,316",14.91,"3,052,616",10.27,7.56,
48,KT,"24,050",100,+0.42%,"5,000","62,797","261,112",43.86,"1,507,818",10.25,4.61,
49,기업은행,"8,160",330,+4.21%,"5,000","60,275","738,664",10.35,"2,690,750",4.17,7.36,
50,KODEX 200,"42,150","1,025",+2.49%,0,"59,832","141,950",2.92,"9,245,531",N/A,N/A,
51,한국타이어앤테크놀로지,"43,950","2,800",+6.80%,500,"54,443","123,875",40.67,"335,199",21.15,6.03,
52,코웨이,"72,600","2,900",+4.16%,500,"53,579","73,800",60.85,"283,951",15.00,30.74,
53,한미사이언스,"79,600","1,000",-1.24%,500,"53,574","67,305",1.77,"244,600",361.82,4.73,
54,LG유플러스,"12,100",150,+1.26%,"5,000","52,830","436,611",30.34,"2,634,849",6.67,6.30,
55,현대제철,"39,450",650,+1.68%,"5,000","52,644","133,446",19.50,"1,356,216",-21.37,0.10,
56,SK케미칼,"439,500","18,500",+4.39%,"5,000","51,603","11,741",21.15,"443,863",20.05,1.51,
57,대한항공,"29,450",750,+2.61%,"5,000","51,305","174,210",11.56,"2,598,292",-8.66,-22.09,
58,강원랜드,"23,600",50,+0.21%,500,"50,490","213,940",22.28,"645,995",-26.58,9.16,
59,녹십자,"423,000",500,-0.12%,"5,000","49,434","11,687",21.79,"272,772",113.47,-0.35,
60,아모레G,"59,600",700,+1.19%,500,"49,145","82,458",19.99,"137,117",210.60,4.12,
61,LG이노텍,"207,000","7,000",+3.50%,"5,000","48,991","23,667",31.78,"288,980",37.53,4.73,
62,오리온,"123,000","3,000",+2.50%,500,"48,629","39,536",42.11,"88,135",17.76,14.24,
63,현대건설,"43,500","3,250",+8.07%,"5,000","48,440","111,356",18.78,"1,497,956",21.21,6.30,
64,이마트,"169,500","5,500",+3.35%,"5,000","47,250","27,876",31.46,"242,495",8.46,2.76,
65,SKC,"124,500","3,500",+2.89%,"5,000","47,146","37,868",8.17,"510,683",55.26,3.86,
66,한국금융지주,"84,600","3,300",+4.06%,"5,000","47,144","55,726",30.26,"376,515",7.74,18.14,
67,유한양행,"66,900","1,200",+1.83%,"1,000","46,812","69,973",19.97,"472,148",25.77,2.43,
68,HMM,"14,000",350,+2.56%,"5,000","45,906","327,902",6.54,"4,304,248",-45.16,-55.46,
69,한미약품,"379,000","4,000",-1.04%,"2,500","45,777","12,078",14.35,"132,847","-3,679.61",7.30,
70,신풍제약,"85,100","4,100",+5.06%,500,"45,090","52,985",11.47,"2,666,352","2,363.89",0.80,
71,두산중공업,"11,950",200,+1.70%,"5,000","44,769","374,637",10.67,"4,071,855",-2.58,-14.73,
72,삼성중공업,"6,500",290,+4.67%,"5,000","40,950","630,000",15.03,"4,974,679",-3.28,-21.88,
73,한진칼,"61,500",500,+0.82%,"2,500","40,751","66,263",15.38,"70,198",-10.14,-17.56,
74,맥쿼리인프라,"10,800",50,+0.47%,0,"40,197","372,192",13.99,"823,772",N/A,N/A,
75,현대차2우B,"108,000","5,000",+4.85%,"5,000","39,404","36,485",60.92,"127,810",25.81,N/A,
76,CJ대한통운,"170,000","2,000",+1.19%,"5,000","38,781","22,812",21.41,"64,556",30.65,1.41,
77,현대중공업지주,"240,500","5,500",+2.34%,"5,000","37,996","15,799",17.69,"54,798",-14.57,2.20,
78,두산퓨얼셀,"57,900","2,200",+3.95%,100,"37,921","65,494",19.29,"1,375,766",169.79,N/A,
79,키움증권,"145,500","4,500",+3.19%,"5,000","37,312","25,644",22.27,"150,656",6.42,16.97,
80,LG화학우,"477,500","10,000",+2.14%,"5,000","36,714","7,689",63.68,"43,359",44.61,N/A,
81,삼성카드,"30,900","1,200",+4.04%,"5,000","35,800","115,859",10.73,"187,345",8.69,5.04,
82,GS,"37,300","1,050",+2.90%,"5,000","34,657","92,915",19.11,"256,976",-40.46,6.26,
83,롯데지주,"32,950",500,+1.54%,200,"34,568","104,909",11.25,"172,741",-4.82,-5.21,
84,삼성증권,"38,650",900,+2.38%,"5,000","34,514","89,300",26.21,"587,661",7.34,8.15,
85,GS건설,"41,750","3,600",+9.44%,"5,000","33,728","80,785",26.73,"1,320,895",10.92,11.79,
86,만도,"71,700","2,500",+3.61%,"1,000","33,668","46,957",26.30,"750,677",-60.71,7.55,
87,쌍용양회,"6,630",170,+2.63%,100,"33,406","503,860",3.07,"1,164,924",26.63,7.02,
88,NH투자증권,"11,800",750,+6.79%,"5,000","33,206","281,409",15.22,"2,121,629",5.73,9.12,
89,일진머티리얼즈,"70,700",700,-0.98%,500,"32,600","46,111",8.98,"542,251",73.34,8.52,
90,호텔신라,"81,100",200,+0.25%,"5,000","31,830","39,248",19.19,"884,532",-24.61,20.16,
91,에스원,"83,300","2,500",+3.09%,500,"31,653","37,999",56.25,"63,657",21.92,11.32,
92,동서,"31,400",550,+1.78%,500,"31,306","99,700",4.22,"148,350",22.64,10.53,
93,TIGER 200,"41,965",990,+2.42%,0,"31,222","74,400",0.91,"1,765,730",N/A,N/A,
94,한국항공우주,"32,000",950,+3.06%,"5,000","31,192","97,475",13.93,"1,077,436",23.56,15.84,
95,두산밥캣,"31,100",750,+2.47%,500,"31,177","100,249",22.13,"218,588",16.83,7.05,
96,더존비즈온,"102,500","2,600",+2.60%,500,"30,883","30,130",45.51,"150,065",63.70,18.78,
97,롯데쇼핑,"107,000","1,500",+1.42%,"5,000","30,269","28,289",11.63,"148,472",-2.26,-8.14,
98,씨에스윈드,"172,000","12,000",+7.50%,500,"29,731","17,286",8.85,"237,282",59.97,9.92,
99,한국가스공사,"31,550",550,+1.77%,"5,000","29,125","92,313",8.93,"391,902",-5.80,0.48,
100,현대차우,"117,000","4,000",+3.54%,"5,000","28,497","24,357",55.11,"175,257",27.96,N/A,
101,BGF리테일,"164,000","6,000",-3.53%,"1,000","28,346","17,284",32.38,"59,891",21.66,26.46,
102,CJ,"97,000","2,900",+3.08%,"5,000","28,302","29,177",19.76,"181,011",16.11,6.24,
103,DB하이텍,"63,300","1,800",+2.93%,"5,000","28,104","44,399",23.48,"2,182,718",17.08,17.40,
104,대웅,"47,500",750,+1.60%,500,"27,617","58,142",5.30,"773,328",54.72,10.43,
105,대우조선해양,"25,600","1,150",+4.70%,"5,000","27,466","107,291",9.24,"260,788",15.75,-1.22,
106,현대오토에버,"129,500","7,000",+5.71%,500,"27,195","21,000",0.96,"132,211",47.31,11.71,
107,GS리테일,"35,100",400,+1.15%,"1,000","27,027","77,000",14.96,"249,380",16.00,6.25,
108,대우건설,"6,460",560,+9.49%,"5,000","26,849","415,623",7.88,"12,709,432",13.95,8.80,
109,DB손해보험,"37,600",800,+2.17%,500,"26,621","70,800",40.53,"206,654",4.79,6.92,
110,휠라홀딩스,"42,800",100,+0.23%,"1,000","26,002","60,752",48.35,"379,920",14.43,23.81,
111,OCI,"108,500","10,100",+10.26%,"5,000","25,877","23,849",19.95,"1,320,711",-3.51,-26.20,
112,현대위아,"93,600","2,800",+3.08%,"5,000","25,455","27,195",10.67,"1,005,528",20.22,1.80,
113,팬오션,"4,625",75,+1.65%,"1,000","24,724","534,570",11.34,"2,128,728",18.28,5.49,
114,한화,"32,900",750,+2.33%,"5,000","24,661","74,959",19.65,"642,880",13.41,2.09,
115,삼성엔지니어링,"12,550",200,+1.62%,"5,000","24,598","196,000",24.25,"1,585,028",9.63,24.62,
116,메리츠증권,"3,585",60,+1.70%,"1,000","24,233","675,962",13.44,"2,124,013",4.49,15.06,
117,한화생명,"2,730",60,+2.25%,"5,000","23,711","868,530",7.39,"4,511,477",10.38,0.51,
118,신세계,"237,000","3,500",+1.50%,"5,000","23,333","9,845",24.44,"75,542",-7.61,14.24,
119,하이트진로,"32,750",850,+2.66%,"5,000","22,969","70,134",8.28,"327,142",30.95,-3.86,
120,DL이앤씨,"118,000","6,500",+5.83%,"5,000","22,843","19,359",28.07,"640,141",N/A,N/A,
121,제일기획,"19,850",550,+2.85%,200,"22,836","115,041",32.82,"433,235",16.82,15.09,
122,한샘,"96,000","1,200",+1.27%,"1,000","22,593","23,534",22.99,"55,184",33.71,7.32,
123,포스코인터내셔널,"18,300","1,800",+10.91%,"5,000","22,578","123,375",11.16,"13,891,209",10.09,7.06,
124,한솔케미칼,"197,000","4,000",+2.07%,"5,000","22,252","11,295",40.02,"60,490",18.96,20.88,
125,KODEX 200선물인버스2X,"2,155",120,-5.27%,0,"22,039","1,022,700",3.40,"628,356,259",N/A,N/A,
126,LS,"66,800","2,400",+3.73%,"5,000","21,510","32,200",13.92,"291,372",-927.78,0.80,
127,종근당,"188,000","4,500",+2.45%,"2,500","21,481","11,426",12.91,"208,151",22.30,11.94,
128,현대로템,"19,550",300,+1.56%,"5,000","21,337","109,142",4.53,"1,621,817",-11.10,-37.93,
129,오뚜기,"567,000","6,000",+1.07%,"5,000","20,820","3,672",16.41,"4,874",19.16,7.79,
130,한화에어로스페이스,"40,900",250,+0.62%,"5,000","20,708","50,630",18.38,"963,207",28.68,5.45,
131,녹십자홀딩스,"43,300",700,-1.59%,500,"20,363","47,028",6.89,"1,114,717",40.93,0.37,
132,HDC현대산업개발,"28,900","1,550",+5.67%,"5,000","19,047","65,907",10.73,"1,037,296",7.17,20.30,
133,두산인프라코어,"8,770",610,+7.48%,"5,000","18,937","215,932",5.85,"11,168,384",11.32,11.59,
134,한화시스템,"17,150",850,+5.21%,"5,000","18,905","110,230",6.64,"1,414,718",24.29,8.15,
135,대한유화,"287,500","3,500",+1.23%,"5,000","18,688","6,500",20.11,"77,605",21.05,6.11,
136,LS ELECTRIC,"61,900",400,+0.65%,"5,000","18,570","30,000",14.53,"278,980",23.85,7.82,
137,BNK금융지주,"5,690",180,+3.27%,"5,000","18,546","325,935",38.26,"1,949,585",3.86,7.07,
138,현대미포조선,"46,350","3,250",+7.54%,"5,000","18,513","39,942",13.20,"505,555",39.89,2.31,
139,현대백화점,"78,500",300,+0.38%,"5,000","18,371","23,402",14.56,"214,744",16.08,4.64,
140,대웅제약,"157,500","6,000",+3.96%,"2,500","18,249","11,587",4.85,"146,338","-1,101.40",4.34,
141,현대해상,"20,200",300,+1.51%,500,"18,059","89,400",36.45,"335,569",4.96,6.23,
142,메리츠화재,"14,900",950,-5.99%,500,"17,973","120,625",10.53,"1,143,534",4.37,12.80,
143,KODEX 단기채권,"102,675",0,0.00%,0,"17,839","17,374",0.00,"25,113",N/A,N/A,
144,KCC,"200,500","2,000",+1.01%,"5,000","17,817","8,886",11.78,"43,331",-636.51,-4.37,
145,세방전지,"126,000","24,500",+24.14%,500,"17,640","14,000",25.50,"1,003,438",23.87,7.70,
146,현대엘리베이,"43,050",600,+1.41%,"5,000","17,571","40,815",26.19,"240,124",19.28,5.22,
147,농심,"283,500","1,000",+0.35%,"5,000","17,244","6,083",17.35,"24,931",12.72,3.72,
148,아이에스동서,"55,300","1,600",+2.98%,500,"17,084","30,893",5.28,"107,392",13.33,6.10,
149,한올바이오파마,"32,550",350,+1.09%,500,"17,004","52,241",7.25,"198,098",86.34,14.90,
150,효성티앤씨,"389,000","89,500",+29.88%,"5,000","16,835","4,328",16.86,"233,412",19.75,20.86,
151,KODEX 레버리지,"26,585","1,245",+4.91%,0,"16,749","63,000",1.51,"53,474,222",N/A,N/A,
152,효성,"79,300","5,100",+6.87%,"5,000","16,709","21,071",6.92,"643,872",-37.18,4.25,
153,KODEX 삼성그룹,"10,370",125,+1.22%,0,"16,447","158,600",0.03,"538,329",N/A,N/A,
154,F&F,"105,000","2,500",+2.44%,500,"16,170","15,400",9.78,"153,951",18.56,25.13,
155,KODEX 200TR,"13,560",340,+2.57%,0,"16,109","118,800",0.00,"872,695",N/A,N/A,
156,KODEX MSCI Korea TR,"13,645",330,+2.48%,0,"15,774","115,600",11.04,"365,528",N/A,N/A,
157,영원무역,"35,450",50,+0.14%,500,"15,708","44,311",24.04,"151,637",9.59,9.82,
158,한국앤컴퍼니,"16,550",700,+4.42%,500,"15,395","93,020",7.39,"382,833",13.81,4.71,
159,명신산업,"37,050","1,650",+4.66%,500,"15,109","40,779",1.93,"1,677,807",N/A,53.84,
160,KODEX 종합채권(AA-이상)액티브,"109,700",130,-0.12%,0,"15,044","13,714",0.00,"18,548",N/A,N/A,
161,TIGER MSCI Korea TR,"17,155",430,+2.57%,0,"14,942","87,100",0.00,"200,464",N/A,N/A,
162,LG생활건강우,"703,000","3,000",+0.43%,"5,000","14,761","2,100",84.29,"10,642",15.75,N/A,
163,부광약품,"22,700",300,+1.34%,500,"14,718","64,838",4.80,"532,481","11,350.00",-2.00,
164,솔루스첨단소재,"48,050","1,050",+2.23%,100,"14,698","30,590",8.03,"603,683",138.87,N/A,
165,지누스,"100,000","1,500",-1.48%,500,"14,407","14,407",23.14,"70,723",20.18,26.32,
166,롯데정밀화학,"55,700","1,300",+2.39%,"5,000","14,371","25,800",22.68,"124,230",8.40,11.73,
167,LG전자우,"81,500","2,600",+3.30%,"5,000","14,007","17,186",38.61,"785,097",17.70,N/A,
168,NHN,"70,700",800,+1.14%,500,"13,832","19,565",11.46,"74,793",47.10,0.78,
169,에스엘,"28,500","3,800",+15.38%,500,"13,738","48,203",14.92,"1,395,237",30.61,7.25,
170,동원시스템즈,"52,100","7,100",+15.78%,"5,000","13,347","25,619",1.57,"452,784",29.60,8.69,
171,SK네트웍스,"5,200",40,+0.78%,"2,500","12,906","248,188",11.93,"1,115,432",-22.51,-5.85,
172,메리츠금융지주,"9,610",70,+0.73%,500,"12,878","134,011",8.26,"72,021",2.76,15.26,
173,이노션,"63,800",200,-0.31%,500,"12,760","20,000",29.99,"64,270",19.87,9.88,
174,SK디스커버리,"66,200","2,200",+3.44%,"5,000","12,603","19,038",9.94,"115,675",4.35,11.52,
175,영진약품,"6,880",130,+1.93%,500,"12,583","182,893",4.19,"756,793","-1,720.00",4.43,
176,신세계인터내셔날,"174,000","2,500",+1.46%,"5,000","12,424","7,140",4.85,"41,729",27.55,12.98,
177,효성첨단소재,"276,000","49,500",+21.85%,"5,000","12,365","4,480",9.68,"1,260,548",-18.49,-19.74,
178,한전KPS,"27,200",100,+0.37%,200,"12,240","45,000",10.84,"147,738",10.10,14.98,
179,더블유게임즈,"64,900","2,400",+3.84%,500,"11,925","18,375",14.00,"209,226",11.13,18.93,
180,KODEX 인버스,"3,965",105,-2.58%,0,"11,911","300,400",2.55,"139,911,984",N/A,N/A,
181,다우기술,"26,450",150,-0.56%,500,"11,867","44,867",22.50,"599,449",4.25,14.62,
182,한국콜마,"51,300",200,-0.39%,500,"11,738","22,881",27.96,"320,530",36.91,6.39,
183,롯데관광개발,"16,700","1,150",+7.40%,500,"11,569","69,276",4.66,"1,580,092",-24.52,-4.77,
184,KBSTAR 200,"42,250",900,+2.18%,0,"11,555","27,350",0.12,"842,381",N/A,N/A,
185,코오롱인더,"41,950","1,050",+2.57%,"5,000","11,318","26,979",15.23,"203,114",7.51,1.58,
186,후성,"12,200",250,+2.09%,500,"11,298","92,607",4.63,"1,566,149",-221.82,3.85,
187,일양약품,"59,100","8,100",+15.88%,"2,500","11,280","19,086",8.14,"4,471,305",109.24,5.20,
188,금호타이어,"3,915",140,+3.71%,"5,000","11,246","287,260",5.22,"500,196",-11.22,-3.30,
189,아시아나항공,"15,100",450,+3.07%,"5,000","11,236","74,412",20.00,"705,401",-1.31,-90.67,
190,KODEX 코스닥150 레버리지,"16,080","1,260",+8.50%,0,"11,111","69,100",2.96,"21,028,514",N/A,N/A,
191,DGB금융지주,"6,540",170,+2.67%,"5,000","11,062","169,146",47.10,"387,602",3.34,7.31,
192,KG동부제철,"11,050",450,+4.25%,"5,000","11,051","100,009",0.12,"199,113",13.41,-7.44,
193,보령제약,"21,150",250,-1.17%,500,"11,023","52,120",7.00,"2,244,684",37.90,11.96,
194,롯데칠성,"118,500","2,500",+2.16%,500,"10,636","8,975",10.45,"27,909",-12.15,-11.68,
195,S&T모티브,"71,700",700,-0.97%,"5,000","10,485","14,623",26.10,"111,962",16.82,0.33,
196,한미반도체,"20,200","1,300",+6.88%,200,"10,403","51,502",5.38,"723,753",23.63,8.85,
197,JB금융지주,"5,280",100,+1.93%,"5,000","10,401","196,983",39.58,"418,352",3.01,10.36,
198,태광산업,"933,000","94,000",+11.20%,"5,000","10,388","1,113",7.74,"8,112",10.01,4.34,
199,코스맥스,"103,000",0,0.00%,500,"10,351","10,050",24.36,"117,202",25.50,10.45,
200,대한전선,"1,205",100,+9.05%,500,"10,320","856,473",2.09,"20,733,326",-66.94,-3.99,
